date,Coquimbo,Valparaiso,Metropolitana_de_Santiago,Libertador_Gral__Bernardo_O_Higgins,Maule,Biobio,La_Araucania,Los_Rios
1989-02-01,0.71903267610039,0.117045454124545,0.0282718120705361,0,0.724667221561892,9.17294548227987,22.5958339686804,52.2680103760357
1998-10-01,0.0652156866940798,0,0.011493288230576,0,0.00896838599949232,2.08967420167508,14.7020868217177,45.1420413271093
2001-02-01,2.0300261408821,0.0479870128155045,0.00263422820092048,0,0.032163061547138,10.7683510615471,29.4650570857824,65.5710982290657
2008-11-01,0.622784313764058,0,0.0158724833979903,0,1.73416805499157,25.0835571744023,64.9016450248596,113.093488402453
2009-04-01,0.00806535949894026,0,0.00939597324436943,0,12.0807154738219,56.2334242203134,96.3642345117597,155.622235310478
2015-01-01,0.239366013790463,0.0256168829797247,0.365453019178779,0,0.0119217969213741,0.00117021275961653,0.00533130239505216,1.46281654122033
2016-03-01,1.41033986638744,0.173749999279253,0.0568959731764891,0,0.464600666811978,15.188883002035,28.3148590815676,42.0458656355392
2020-03-01,0.00345098039215681,0.000665584415584364,0,0,0.115565723793677,12.4626994680851,28.3109367859863,73.6408656330749
1988-12-01,3.60538562125971,7.68646102329692,5.76424497003423,1.35336434706295,5.67035774568316,29.8551263547641,61.4189413176723,105.088927537588
2015-12-01,0.272738561634388,0.283084417028087,0.688791948108115,0.410341083079345,0.513311147451178,20.0545943853213,71.4964813238232,103.072700465988
2009-09-01,5.38052287544154,46.0663960630243,124.178489729862,123.31043393039,114.079010006592,109.260226006204,109.588255900421,126.2610078856
2003-01-01,1.03658823550624,10.1323051986756,25.9863087770923,36.6756123661071,38.3963893713451,29.4429455000035,42.7123609126658,94.6454262006498
1989-03-01,0.358470588143355,1.1314123403281,0.680536914260545,4.73079069407527,17.153985021515,28.7535970642212,48.2753389199454,96.8724935319689
2000-11-01,4.09117647601791,13.613733766915,38.4891443600591,39.3993178728015,33.1526207142384,46.4723737100337,82.7037014928558,122.248733978863
2008-03-01,7.74122222830949,15.1817045606576,20.02199665332,17.0795503950858,8.8304409227038,14.2623670115136,34.1021249034958,81.1832685938793
2000-01-01,0.799379085076157,0.143084416444135,0.136979865610299,0.0854108526378639,2.48235441626556,14.5638098366598,34.5151713589903,51.9619122216868
2006-08-01,4.38775816847588,37.2749350283827,84.0598992885359,150.059844929303,229.260549358044,283.097506837642,272.243214138754,300.834508693804
1989-07-01,35.8743333264065,116.810032578258,142.731594348114,179.701565575415,220.705632677888,253.455132869964,278.503770013302,360.227855159947
1984-12-01,0.308771243058389,0.181542208248919,0.453523490271662,0.111348839089736,0.563818636110142,7.48089095734015,30.2052246874818,73.68771323862
2001-04-01,6.41362745375951,19.8462987217036,31.5362415729753,47.6907595996709,57.1830033288026,62.4178125236897,76.7760320069312,110.260142023249
1997-04-01,0.0456274508845572,4.57758116489579,16.543439591691,64.2844031119531,209.664700754074,342.14722713511,383.865598435994,441.436977120333
1997-03-01,4.11737908317762,5.6402922196725,11.761291940134,15.4206511887469,12.2917637412317,7.55726063143006,8.54847677910001,28.7000387842341
1982-12-01,0.844163397201672,0.174902596885895,4.41241610126457,4.23586046600122,2.21919301397689,1.72974069213663,2.8347905519456,17.6163953324005
1998-12-01,0.466764706165037,0.727873377855746,5.1491946401012,4.03051162962766,28.2174459441926,25.7892220949239,46.0561081013966,62.1228552357479
2007-10-01,1.56407189563988,0.968490259256214,2.67850670188465,3.7863100656532,17.8921547489436,47.3558909480876,108.896862083778,213.975465424609
1996-06-01,25.2337516247106,53.1238474598179,57.9478524403284,126.425116215196,176.911331062507,178.161163558351,171.833328229638,194.227041328292
2015-03-01,25.862888923694,5.89064935321448,6.85545300899211,6.0812558064165,6.59302829553105,1.94892287268576,10.0374562028861,61.4007621858779
1992-08-01,51.4885685903245,95.1558441775186,100.688422737506,150.273131851078,153.85497495299,149.704567670822,137.027943700484,178.806925071302
1998-01-01,0.319013070912873,0.000243506503182572,0.0101845638713981,0.00235658921012583,0.348011645747228,4.38079122750168,19.7184843483813,49.2486692928837
2006-03-01,0.127941176049363,0.0371915582543263,0.19901006821943,0.625457364251447,0.74248752201568,30.0431582555162,74.915392225604,132.3113825697
1985-03-01,6.16609804318743,14.5934740250761,15.9224497063848,20.0996589165325,27.5679450971315,53.2174136258186,84.630297150216,124.212997490737
2011-09-01,0.114169934216668,2.36409091264578,10.8890268616785,21.0063255647356,54.8534940506972,120.620951023508,185.052482819975,277.892467745207
1983-01-01,3.67824836720292,11.7443506421594,14.8971644131929,6.07404651922253,24.3792845397543,74.5720944277784,89.0197107267126,98.2435141620094
2010-03-01,0.000320261444141662,0.00222402597571929,0.0118624160828806,0.0530542632290559,0.0254575706609275,20.6517686088114,62.8661766778578,112.634612366827
1979-10-01,0.0186339869121321,0.558100646869703,10.8712751982396,14.5570077502912,11.2389018310237,51.0104987171895,121.420487422028,177.008294443135
2005-08-01,55.2860260901108,156.602970730175,262.204278037052,321.506883913972,370.539558842258,319.569627102385,309.239939414356,342.45344937741
1999-04-01,12.0542483849074,14.5142532564796,18.5064094248634,16.0727906984876,18.7313311250753,35.7172805952265,48.892041093052,68.9243927716593
1986-11-01,0.352732025248796,5.32113637282005,13.9668456340496,42.7499535154003,112.497113305598,179.713304337035,234.542010566613,270.261537537094
2020-01-01,3.2997973856209,2.00368506493506,6.9371476510067,6.15427906976744,7.87559068219633,19.5182247340425,35.9166184310739,63.3896253229974
2008-01-01,1.1479084994717,1.468555201226,1.74109060017255,0.0597209301625573,4.1814475910546,17.4152460213146,37.7085681352012,61.3734108779474
2003-04-01,1.21669934839862,1.35985389279577,2.28041946378555,2.83716279018757,13.043128102274,28.2168949557112,50.9749124269856,98.1225970117929
2016-01-01,1.8409607810717,4.54595780306097,10.9158221399224,12.8157674157342,13.0942678955351,16.9297606466893,30.3928484549889,44.2157622739018
2008-12-01,0.573006533858141,0.301948051300964,0.964563758484394,0.923906977786574,6.77751247878628,21.5967752461104,26.4064203895691,35.8805425974134
2002-06-01,79.20816345433,176.909561243924,222.308859421903,222.809007345983,214.477503866999,230.733264791205,230.747593178789,296.157377257828
2003-12-01,0.124627450943675,0.0663311692414346,4.46406038969305,5.91406201139786,15.3079533969949,40.1085173164276,92.9038155563715,159.285542451134
1994-03-01,0.217411765008191,1.39589285860201,6.86181208570081,9.01275969061047,15.7791680610567,33.6190292321621,57.5141736573149,70.8833720505392
2011-12-01,1.04390849688766,0.433636367251468,0.504077181970113,0.0204186047059159,2.66029118059882,2.10384973311212,12.6328255871236,43.7122739377872
2001-11-01,0.0413137253592996,0.476461040300571,5.4213758309328,8.00440308661886,21.4014974851378,53.9691954838469,86.9612566068349,119.94952199379
2016-11-01,2.36513724894403,4.41784091189794,5.97362415930069,6.39207751479491,15.1670049957547,26.6975465274238,62.4570677903256,97.5963952633762
1984-10-01,1.65305228790548,8.99303569857563,31.8904529617937,52.5443410474201,102.298344324909,179.549301877935,272.127996544936,336.512118948214
2013-05-01,59.7753986807431,114.732581089069,134.130436340434,185.615612733826,234.374500877647,288.971342847702,289.062543882093,380.996731149442
2018-11-01,1.05261437987872,2.50051947947979,10.8497986432365,21.8314728572387,54.0580283560094,106.914740729839,144.556915364552,197.289147261193
2002-04-01,6.14421568772956,8.39287334581075,16.2870469883384,25.9549147383187,50.3374126088401,97.1866822293464,137.298133998269,193.081162957874
1999-01-01,3.67290849150006,5.14087665298736,8.21802011254125,2.32987596557815,7.7885191339392,13.0118683562317,25.7768468922181,38.4185529802505
2019-05-01,11.182339870248,24.8092532513978,45.9258052870731,91.0927131475404,201.740840137501,261.041602023104,252.163982946275,298.521356370714
1990-04-01,6.38184967596157,9.28613635429556,22.8049328901536,30.3546977139259,85.634001635077,115.60101066498,151.056283324707,238.918384916715
2012-03-01,0.164483659254277,1.31587662155946,0.656241613046435,0.0110697673734768,1.18465890395711,22.6681848188387,52.9693602549603,64.1932429133768
1982-06-01,101.622411734762,353.764025700557,524.592667138017,615.003363841449,545.903153214796,443.725245465624,436.893663009795,472.644483876783
2003-08-01,3.09984313791703,10.6508766117373,9.5222986530225,21.8320464984391,55.8765973291064,98.0383709859341,137.503099687029,199.140671555078
1995-07-01,17.0979803989818,74.7762337195409,125.730050354196,245.9079534368,369.491497655478,375.110911105541,379.077958698955,396.915399832319
1999-06-01,16.6334248431794,50.260194855851,89.8121476493426,179.73452703195,304.88530812446,388.672240531191,408.603092376639,446.848423723719
1989-08-01,69.3609869639079,112.755892759794,199.110402856097,263.945876436455,260.532687360157,232.132945775986,240.407342037715,328.267596616918
1990-06-01,3.93434640393879,15.8217370094998,25.4016443006944,24.2463100575661,58.5397754009075,135.80695486576,226.833785243735,291.484327666211
2018-02-01,2.29345097637011,0.473230523178233,2.20317114333641,4.8353333432083,11.3988186513723,16.5202127688743,25.8814470609998,30.6770025642651
2000-10-01,1.57041829818726,13.2156493724082,15.5102516620751,13.49789145143,16.6539600666073,48.2538364364746,86.5720792539412,157.11834621183
2005-02-01,1.13789542349774,0.137678570682546,0.500453021411703,0.00305426351783812,0,0.436575796405606,3.37271896520912,6.84298449833649
2005-12-01,0.0112091504670436,0.00336038950201753,2.08409395883947,2.24975193901811,29.9967471181652,56.8809242121717,62.576488993137,67.6721963118521
1985-11-01,0.110228757985131,1.90873376642922,10.02058724679,15.173519406254,31.3560066427447,65.167047939402,86.3436556610549,120.305271148682
2015-07-01,41.5970326859967,72.4830357594924,125.567953109741,203.597302541807,312.226780261454,369.045837595108,378.380274113861,510.127261731052
2001-06-01,0.192379084247731,3.26275974467953,21.7002684490243,57.1062635525252,146.451089893919,278.215020037712,355.092726243332,439.501369624175
1993-09-01,7.00052941183687,13.2506818107583,25.8913422930961,25.2128372440967,30.3313477488603,48.3875731635601,68.2682711171995,97.4797028386316
2017-04-01,0.652686273765574,7.64766230130592,38.1025334945411,54.9472402971844,61.5337436996561,71.245744717882,110.455536937496,174.955452172331
2008-10-01,0.528483659294403,0.273993506398681,4.51624163047679,8.35657363330671,12.0175124886082,35.0180319604722,56.6271820140993,90.7136951466247
2017-02-01,4.44050980394864,5.57404220805733,14.6737583999166,14.8102790918461,13.7531863641871,31.6418816512252,71.6128711874759,121.597545352709
1996-09-01,6.13911764424026,7.1522077846873,9.4061912744331,10.3731627910434,17.6035856934831,42.5567752560402,78.1001981661144,110.465167846483
2009-12-01,0.0222875819608472,0.000405844155844156,0.278825502986426,0.0253643409399561,1.80765390814516,22.3781383326872,75.054470674554,151.999896421605
1992-02-01,3.67160785188959,4.32587662917356,11.1814932976693,15.6117984587832,20.0532612064714,27.746469424126,42.5708682081305,67.1467313544695
2013-11-01,4.78873203050321,4.01663961675163,3.60021812083112,2.22537984575412,6.56390182396239,31.9590758188291,73.836199502589,129.497739018088
1995-03-01,0.113045751460481,0.257061689505475,0.127516778601621,0.591767440233813,1.21181364986308,29.5352659494656,56.3506169213835,77.1516537407572
2007-12-01,0.729228758561163,3.47237012912701,6.32704698284088,2.00235658543285,7.1460648880227,29.8711037585076,48.4565041048874,78.0913436061652
2007-02-01,3.05090849518021,10.1180357257352,21.877567115246,30.522372171121,47.0660981481365,59.1014428696734,54.6808682374162,60.8137726278576
1993-12-01,0.272333332862145,3.23298701851979,11.7485066862314,27.2973953616712,50.0527370305307,56.3294414573527,111.395552060664,144.260426582908
1990-10-01,2.68744444485048,14.8778733671099,21.6215939321774,25.8727597199669,33.6958402698726,55.3739893309614,90.915536985085,147.297416125157
1999-09-01,45.5145947248718,100.637759858912,139.831896071466,194.295457541296,245.921380917363,236.561376262218,241.084463254605,262.469844827972
2004-04-01,22.7617973943819,46.0150323626283,62.8623658290645,104.972759518882,172.981039866036,211.342579948141,280.897494366218,407.5138768238
2000-06-01,112.032843069937,307.366314603137,481.12971509383,645.515751612464,759.177712438904,702.434707012582,661.211202884392,717.735672706781
2006-07-01,102.704503314324,243.134204542482,329.392834989817,364.786077431376,380.857787070377,413.91982728877,406.546633694976,499.88574979718
1979-11-01,0.152150327440814,9.55896106610897,41.7979866687408,68.4668216779251,105.529059928983,145.963956234303,164.355689188949,190.984354280378
2006-01-01,3.57309803785208,3.36277597373376,5.73295300882685,0.453162792039125,11.6797587443577,37.4241489349528,91.3343183135405,172.727571029072
2001-09-01,17.4309411845614,18.6069643079551,15.0462248150772,23.57817055717,25.4133693810906,38.8846210222295,59.135978588328,107.829987070049
1997-07-01,34.2065294475337,59.7649350344361,70.2705367955585,122.32141099087,180.806089937588,254.902998716273,390.992695886128,529.974159102723
2019-04-01,5.91307190177,8.77769480746046,6.95385905178639,7.04727132077827,8.87554907276855,18.7884042432254,46.4839756437957,106.383875997184
2013-09-01,1.7691568644413,8.41550325842381,37.9127852253666,45.0719689420951,85.9396423547716,135.746449506029,170.227623959125,259.034353842723
